Date,Time,Case,Primary Convective Type,Convective Lifecycle,Echo Type,Environment Falling In,Environment Falling In Notes,Environment Falling In Ambiguous,Partially In Precip,Falling Through Evaporating/Dissipating Stratiform,Low-level Inflow Sonde,Mid-level Inflow Sonde,Region,Associated with a TC,Primary Convective Propagation,Environment Relative to Convective Pass,Direction Relative to Convection,Sfc Pressure [mb],Sfc Height [m],PBL Top [mb],PBL Top Height [m],Freezing Level [mb],Freezing Level Height [m],Upper Level Cap [mb],Upper Level Cap Height [m],M10 Celsius Level [mb],M20 Celsius Level [mb],M30 Celsius Level [mb],PBL RH [%],Mid Layer RH [%],Upper Layer RH [%],Deep Layer RH [%],Below FZL MUCAPE [J/kg],Above FZL MUCAPE [J/kg],Deep Layer MUCAPE [J/kg],MU CIN [J/kg],MU LCL [mb],MU EL [mb],MU Max LI [degC],MU Max LI Level [mb],MU Max LI Layer,Below FZL MLCAPE [J/kg],Above FZL MLCAPE [J/kg],Deep Layer MLCAPE [J/kg],ML CIN [J/kg],ML LCL [mb],ML EL [mb],ML Max LI [degC],ML Max LI Level [mb],ML Max LI Layer,SHARPpy Direct Method PBL Speed Shear [kts],SHARPpy Direct Method PBL Directional Shear [deg],SHARPpy Direct Method Mid Layer Speed Shear [kts],SHARPpy Direct Method Mid Layer Directional Shear [deg],SHARPpy Direct Method Upper Layer Speed Shear [kts],SHARPpy Direct Method Upper Layer Directional Shear [deg],SHARPpy Direct Method Deep Layer Speed Shear [kts],SHARPpy Direct Method Deep Layer Directional Shear [deg],10mb Interval Theta Gradient PBL Top [mb],10mb Interval Theta Gradient PBL RH [%],10mb Interval Theta Gradient Mid Layer RH [%],Max Profile Height [m],500m Bottom Cap Profile Height [m],500m Bottom Cap Deep Layer Speed Shear [kts],500m Bottom Cap Deep Layer Directional Shear [deg]
20170601,212208,6,Organized,Mature,Stratiform,In Precip,In strengthening convective core,,,,No,No,Gulf,No,,,,1009.8,63.8,988.2,255.4,563.3,4972.7,402.4,7611.3,447.6,354.8,291.3,83.9,78.6,83.4,80.3,489.4,385.5,874.9,-8.3,953.4,--,-0.15,927.1,,319.3,213.7,532.9,-15.1,916.5,312.9,-0.02,313.6,,8.19,211.5,33.84,249.5,13.64,349.3,38.9,261.6,,,,11812.3,502.1,39.13,283.2
20170601,214431,6,Organized,Weakening,Stratiform,In Precip,In weakening convective core,,,,No,No,Gulf,No,,,,1001.6,112.8,985.2,257.8,588.4,4585.4,400,7619.5,447.9,361.8,301.6,84.9,,83.7,,,271.4,,,,245.1,,,,,171,,,,296.1,,,,3.89,127,30.73,194.7,9.19,328,26.21,200.8,,,,12253.2,513.4,19.03,237.9
20170606,195258,7,Organized,Mature,Stratiform,Clear Near,,,,,Yes,Yes,Gulf,No,Eastward,After,West,995.3,104.9,988.9,161.8,575.8,4741.6,398.4,7620.7,453.7,365.6,--,89.1,71.7,47,60.4,223,562.3,785.3,-19.4,940.2,--,0.81,939.9,,137.5,426.5,564,-54.8,914.3,--,1.37,913.5,,2.87,241.8,32.17,226.4,8.14,148.7,37.63,216.9,,,,8926.1,498.5,28.71,185.8
20170606,204223,7,Organized,Mature,Stratiform,Clear Near,,,,,Yes,Yes,Gulf,No,,,,,,,,567.3,4840.7,398.1,7619.1,440.8,362.2,--,,,45.8,,,,,,,,,,,,,,,,,,,,,,,,4.21,236.4,,,,,,8729.8,,,
20170606,205623,7,Organized,Mature,Stratiform,Clear Near,,,,,Yes,Yes,Gulf,No,,,,,,,,573.4,4825.9,401.9,7610.1,447,366.5,--,,,57.1,,,,,,,,,,,,,,,,,,,,,,,,10.62,211,,,,,,8988.6,,,
20170606,211028,7,Organized,Mature,Stratiform,In Precip,On edge of stratiform; skewT indicates only In Precip for mid-levels,Yes,,,No,No,Gulf,No,,,,982.7,303.8,973.5,386.5,577.7,4786.7,402.7,7613.3,457,358.2,--,84.3,81.5,84.2,82.7,144.7,271.6,416.3,-82.3,919.2,--,2.14,910.4,,116.3,224.7,341,-75.3,885.9,334.5,-3.01,466.4,,1.79,282.6,25,185.8,25.16,246.8,44.63,219.2,,,,9081.2,495.6,40.08,212
20170606,212211,7,Organized,Mature,Stratiform,Clear Near,,,,,Yes,Yes,Gulf,No,Eastward,After,West,988.2,165.5,979.7,242.1,545.3,5178.1,398.6,7622.5,448.1,--,--,90,68,37.1,59.3,419.1,548.5,967.6,-4.3,958.5,--,0.46,957.8,,244.3,387.5,631.7,-15.2,911,--,0.62,910.2,,1.76,263.5,27.02,215.7,7.08,200.8,35.33,214.9,,,,7622.5,500.1,29.35,203
20170606,213227,7,Organized,Mature,Stratiform,In Precip,On edge of stratiform; skewT indicates only In Precip for mid-levels,Yes,,,No,No,Gulf,No,,,,993.6,123.6,982.2,225.1,577.8,4711.8,398.7,7618,452.7,360.6,--,89.3,85.4,82.7,84.5,172.5,510.9,683.5,-23.2,803.9,--,1.51,803.8,,105.5,368.8,474.3,-157.6,913.3,--,1.47,912.9,,2.87,298.3,31.1,228.1,6.25,216.6,37.83,230.5,,,,8749.3,499.2,33.59,215.4
20170617,190630,8,Organized,Mature,Convective,In Precip,,,,,No,No,Caribbean,No,,,,,,,,556.9,5035.3,402.3,7619.7,440.3,352.7,292,,,84.1,,,,,,,,,,,,,,,,,,,,,,,,5.23,221.8,,,,,,11159.6,,,
20170617,191823,8,Organized,Mature,Convective,In Precip,,,,,No,No,Caribbean,No,,,,,,,,560.8,4950.5,399.3,7615.7,434.8,346.3,284.9,,,85,,,,,,,,,,,,,,,,,,,,,,,,13.91,24.8,,,,,,11319,,,
20170617,192938,8,Organized,Mature,Convective,Clear Near,,,,,Yes,Yes,Caribbean,No,,,,,,,,552.6,5110.4,401.3,7620.3,433.5,353.5,294.5,,,69,,,,,,,,,,,,,,,,,,,,,,,,13.66,50.2,,,,,,11313.6,,,
20170617,193525,8,Organized,Mature,Convective,Clear Near,"SkewT shows very moist from 500mb-sfc., so maybe some In Cloud?",Yes,,,Yes,Yes,Caribbean,No,None,During,Within,997.4,114.4,948.3,561.4,551,5114.7,401,7618.6,442.3,347.8,294.7,90.6,,70.9,,558.1,575.3,1133.4,-0.1,970.6,--,0.09,969.6,,308,365.5,673.4,-1.9,925.5,--,0.38,925.3,,5.95,231.5,11.48,326,11.96,44.3,14.67,348.6,,,,11304.9,495.7,17.36,4.5
20170617,194109,8,Organized,Mature,Stratiform,In Precip,,,,,No,No,Caribbean,No,,,,,,,,562.4,4934,399.7,7622.3,430.9,351.1,289.8,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,18.18,34.5,,,,,,11309,,,
20170617,195238,8,Organized,Mature,Stratiform,In Precip,,,,,No,No,Caribbean,No,,,,,,,,559,4987.2,400.1,7618.9,439.3,352.1,291.4,,,79.9,,,,,,,,,,,,,,,,,,,,,,,,4.13,131.1,,,,,,11327.5,,,
20170617,195944,8,Organized,Mature,Stratiform,In Precip,,,,,No,No,Caribbean,No,,,,,,,,558.3,4999.1,400.6,7611.2,435.7,351.6,289.3,,,84.2,,,,,,,,,,,,,,,,,,,,,,,,16,85.1,,,,,,11279.4,,,
20170617,202431,8,Organized,Mature,Stratiform,In Precip,,,,,No,No,Caribbean,No,,,,,,,,559.7,5001.3,401.2,7622.5,431,351,290,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64,220.7,,,,,,11178.7,,,
20170619,173843,9,Organized,Mature,Stratiform,In Precip,,,,,No,No,Gulf,Yes,,,,999.7,131.5,963.7,454.9,577.8,4741.2,401.1,7611.2,437.6,351.1,--,87.2,87.5,86,86.8,487.8,386.1,873.9,-13.7,965.6,--,-0.13,916.5,,288.5,159.3,447.7,-15.5,904.2,377.2,-3.34,590.6,,8.46,170.8,13.27,197.9,14.99,267,27.91,219.3,,,,9658.3,501.6,22.49,233.4
20170619,175950,9,Organized,Mature,,,,,,,No,No,Gulf,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170619,181834,9,Organized,Mature,Stratiform,In Precip,,,,,No,No,Gulf,Yes,,,,1003.5,64.4,946.9,575.1,575,4753.6,399.6,7613.8,441.9,355.2,295.3,77.2,83.6,86,84.2,169,226.3,395.4,-10,938.4,267.4,-3.35,592.4,,20.7,34.6,55.3,-73.4,896,485.6,-1.52,592.4,,2.36,145.1,3.14,352.8,30.24,219.5,29.13,219.4,,,,10933.2,501.5,28.61,222.8
20170619,183158,9,Organized,Mature,Convective,Clear Near,,,,,No,No,Gulf,Yes,,,,995,140.3,941.2,630.1,574.6,4775.1,399.3,7616.8,455.6,376.4,293.2,89.8,77.2,47.3,67.6,419.3,725.6,1144.8,0,965.3,--,--,--,,174.6,456.9,631.4,-14.4,919.9,--,-0.16,836.2,,2.46,45.1,11,162.5,33.93,216.2,39.07,202.2,,,,10936.9,497.8,40.26,204.8
20170619,183945,9,Organized,Mature,Convective,Clear Near,,,,,No,No,Gulf,Yes,Northwestward,Before,Northwest,993.9,135,944.5,584.3,570.9,4804.1,398.7,7622.4,441.4,365.7,292.1,82.5,78.1,49.3,68.6,337.1,489.3,826.4,-2,950.6,--,-0.12,933.5,,98.3,197.4,295.7,-37.3,896.3,309.6,-3.28,537.2,,3.58,157.7,2.34,0.2,41.08,195.1,41.7,194.1,,,,12173.7,501.2,39.85,197.1
20170619,185537,9,Organized,Mature,,,,,,,No,No,Gulf,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170619,191047,9,Organized,Mature,,,,,,,Yes,Yes,Gulf,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170619,192336,9,Organized,Mature,Stratiform,In Precip,On edge of mature stratiform; skewT strongly indicates this is In Precip,,,,No,No,Gulf,Yes,Northwestward,During,Within,987.8,235.1,950.8,569.2,562.6,4959.3,400.8,7620.5,437.7,349.7,293.2,93.8,93.4,86.3,91,210.3,89.5,299.8,-1.8,966.9,355.2,-0.09,361.5,,105.1,16.9,122,-11.4,921.3,470.3,-0.69,507.3,,13.59,203.6,19.05,191.8,9.81,303.7,31.54,213.7,,,,12266.6,502.5,19.33,216.4
20170619,192648,9,Organized,Mature,Stratiform,In Cloud,SkewT either agrees or deeply In Cloud,Yes,,,Yes,Yes,Gulf,Yes,,,,993.2,173.8,968.8,393.2,559.1,5009.4,400.9,7619.5,435.3,351,288.2,82.1,87.1,84.5,86.1,252.9,198.7,451.6,-18.5,951.8,273.7,-3,591,,126.7,67.2,194,-18.2,903.5,406.6,-1.9,592,,10.43,166.1,19.37,210.2,12.12,297.7,28.17,220,,,,12314.9,501.9,21.14,244.4
20170619,193844,9,Organized,,,,,,,,Yes,Yes,Gulf,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170619,194655,9,Organized,,,,,,,,Yes,Yes,Gulf,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170619,200136,9,Organized,,,,,,,,No,No,Gulf,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170619,201802,9,Organized,,,,,,,,No,No,Gulf,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170619,210132,9,Organized,,,,,,,,No,No,Gulf,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170619,211946,9,Organized,Weakening,Stratiform,Clear Near,SkewT shows drastic moisture difference above and below 600mb,Yes,,,No,No,Gulf,Yes,Northwestward,Before,Northwest,1006.5,28.2,933.4,693.9,569.2,4838,399,7618.3,451.1,378,287,85,82.5,37.1,67.7,465.7,620.9,1086.7,0,956.4,--,--,--,,246.2,390.2,636.4,-7.1,918.5,223.3,-6.39,356.4,,2.79,78.1,6.05,165.1,39.28,216.8,41.55,206.7,,,,12132.4,496.1,42.94,208.1
20170619,214457,9,Organized,Weakening,Stratiform,In Precip,On edge of weak stratiform; skewT seems to imply In Precip,,,,No,No,Gulf,Yes,Northwestward,During,Within,991.9,178,918.9,848.8,548.9,5151,401.3,7621.9,433.8,345.5,284,88.4,90.8,84.1,88.4,331.3,220.9,552.2,0,950.2,198.9,-3.3,564.9,,136.3,53.1,189.5,-8.9,917.4,376.1,-1.06,430.2,,8.31,163.8,19.55,319,16.33,271.4,28.02,285.3,,,,12582.3,491.3,31.34,288.4
20170619,215537,9,Organized,Weakening,,,,,,,Yes,Yes,Gulf,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170619,220757,9,Organized,Weakening,,,,,,,Yes,Yes,Gulf,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170619,221606,9,Organized,Weakening,Stratiform,In Precip,,,,,No,No,Gulf,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170620,173641,10,Organized,Mature,Stratiform,In Precip,On edge of weak stratiform; skewT implies In Precip,Yes,,,No,No,Gulf,Yes,,,,1007.9,54.2,967.8,414,574.7,4793.8,401.2,7615.5,441.2,348.8,286.8,79.1,77,85.1,79.8,473,442.8,915.8,-18.3,955.1,--,1.24,954.7,,277.6,200.4,478,-41.1,899.8,353.3,-5.91,705.5,,13.66,150.1,26.01,245.7,21,330.5,27.61,260.3,,,,10993.4,495.5,34.95,286.8
20170620,183612,10,Organized,Weakening,Convective,In Cloud,SkewT shows drastic moisture difference above and below 500mb; suggests maybe In Cloud,Yes,,,No,No,Gulf,Yes,Northward,Before,West,994.5,101.3,975.8,268.8,562.1,4903.1,397.7,7614.8,441.2,335.7,282.3,86.4,85.4,41.8,71.6,192.9,278.9,471.8,-5.4,951,366.8,-3.82,502.9,,93.2,177.2,270.4,-4.7,919.5,390.5,-2.86,502.9,,5.43,75.3,17.9,199,44.01,214.7,57.63,206.2,,,,10875.2,495.9,64.39,214.8
20170620,185642,10,Organized,Weakening,Convective,Clear Near,Dropped in cyclonic center; not representative of rain band environment,,,,No,No,Gulf,Yes,,,,987.3,168,926,731.1,525.7,5484,400.9,7611.5,422,--,--,85.8,66.4,25.9,58.2,21.1,129.2,150.3,-68.1,936.6,--,-2.45,491.5,,0.2,20.2,20.4,-219.9,907.4,429.6,-0.02,430.3,,7.78,1.8,35.83,189.1,33.34,209,59.97,200.5,,,,8670,497.3,63.92,201
20170620,190839,10,Organized,Weakening,Convective,Clear Near,Dropped in cyclonic center; not representative of rain band environment,,,,No,No,Gulf,Yes,,,,991.6,62.3,963.1,320.9,516.6,5601.1,399.5,7611.1,432.7,--,--,92.5,56.8,14,48.3,103.2,414.1,517.4,-84,969.5,--,-0.26,666.1,,63,332.7,395.7,-170.3,924.4,--,0.5,923.8,,4.58,323.8,12.95,228.7,4.58,143.5,13.48,228.5,,,,8595.5,497.6,15.4,203
20170620,192225,10,Organized,Weakening,Convective,Clear Near,Dropped in cyclonic center; not representative of rain band environment,,,,No,No,Gulf,Yes,,,,995.6,89.6,971.6,305.7,517.2,5610.5,401.3,7612.4,424.4,--,--,94.7,61.7,19.2,53.2,269.9,304.9,574.8,-1.1,979.3,--,-1.39,903.1,,101,186.9,287.9,-23,930.6,--,-0.39,903.1,,4.87,151.1,17.75,300.2,6.63,331.9,19.32,302.3,,,,8710,504,25.27,324.7
20170620,193827,10,Organized,Weakening,Convective,Clear Near,Dropped in cyclonic center; not representative of rain band environment,,,,Yes,Yes,Gulf,Yes,Northward,After,South,996.2,48,949.3,474.7,511.8,5670,399.2,7621.1,427.7,--,--,91.5,58.3,14.3,50.9,219.1,348.5,567.6,-0.9,968.5,--,-2.1,863.3,,37.4,204,241.4,-62.3,926.2,--,-1.53,619.6,,11.34,185.9,31.75,315.2,6.01,268.1,31.74,290.4,,,,8714.4,503.5,36.01,309.5
20170620,194919,10,Organized,Weakening,Convective,Clear Near,Dropped in cyclonic center; not representative of rain band environment,,,,No,No,Gulf,Yes,,,,988.9,83.3,945.9,475.9,514.5,5616.3,398.8,7616.6,432.9,--,--,91.8,48,10.5,42.1,45.2,338.3,383.5,-95.8,958.3,--,-0.18,644.6,,5.6,190,195.6,-292.7,912.7,--,0.51,912.6,,6.39,199.4,22.45,297.9,0.59,179.7,22.04,279.1,,,,8651.2,503.9,22.01,297.9
20170620,200507,10,Organized,Weakening,Convective,In Cloud,Dropped in cyclonic center; not representative of rain band environment; Weird low cloud up to ~2km in APR imagery; however skewT supports that this is a cloud,Yes,,,No,No,Gulf,Yes,,,,989.6,84,971.6,245.7,516.8,5577.4,399,7609.2,422.5,--,--,94.5,63.1,15.8,52.8,19.3,141.2,160.5,-188.9,768.2,--,-2.94,453.8,,3.1,89.3,92.3,-269.2,925.5,387.6,-2.24,453.8,,3.19,42.6,40.35,187.2,8.35,192.1,45.86,185.1,,,,8674.8,495.7,51.57,189.1
20170620,202025,10,Organized,Weakening,Convective,Clear Near,Dropped in cyclonic center; not representative of rain band environment,,,,No,No,Gulf,Yes,,,,982.3,140.6,961.5,329.1,511.2,5659.3,398.1,7620.3,429.1,--,--,92.9,63.7,17.6,54.3,2.6,156.1,158.7,-200.3,963,--,-0.3,552.5,,0.4,130.8,131.2,-233.1,916.4,--,-0.02,552.5,,9.17,175.1,20.01,204,29.42,223.9,56.08,210,,,,8650.3,503.4,45.05,219.1
20170620,202934,10,Organized,Weakening,Convective,Clear Near,Dropped in cyclonic center; not representative of rain band environment,,,,No,No,Gulf,Yes,,,,981.2,150.3,938.9,539.2,509.2,5701.8,399,7614.7,432.1,--,--,89,48.1,11.7,42.5,24.2,281.6,305.8,-162.2,945.8,--,0.18,945.1,,6.5,204.8,211.3,-269.8,905.3,--,0.84,905.1,,2.52,212.4,27.6,302.3,4.7,240.3,30.69,289.3,,,,8678.5,500,30.51,293.3
20170620,204152,10,Organized,Weakening,Convective,Clear Near,Dropped in cyclonic center; not representative of rain band environment; SkewT would suggest Clear Near,Yes,,,No,No,Gulf,Yes,Northward,Unclear,West,995.2,51.2,966.6,309.5,533.2,5328.3,399,7618,419.1,--,--,91.1,63.4,22.1,53.5,154.8,289.9,444.7,-6.4,968,--,0.45,966.6,,50.1,190.3,240.4,-29.7,921.5,--,-0.24,638.7,,1.09,223.9,21.69,313.6,4.85,36.7,23.09,321.5,,,,8697.6,499.5,21.22,335.1
20170620,205123,10,Organized,Weakening,Stratiform,Clear Near,"Dropped in cyclonic center; not representative of rain band environment; SkewT may suggest a stray cloud, though Clear Near is still most accurate",Yes,,,No,No,Gulf,Yes,,,,961.3,409.3,948.9,523.4,545.6,5186.6,400.7,7619.7,416.9,343.5,287.8,95.1,76,49.3,68.1,73.4,187.9,261.3,-4.3,950.6,--,-1.12,686.8,,22.5,115.9,138.5,-34.5,899.4,250.5,-2.22,528.6,,3.7,242.2,24.47,323.4,9.51,319.2,34.64,315.5,,,,11643.9,503,33.82,320.4
20170620,211547,10,Organized,Weakening,,,,,,,No,No,Gulf,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170620,215332,10,Organized,Weakening,Stratiform,In Precip,"Weakening edge of stratiform; skewT may support In Precip, though In Cloud is probably the right call since low levels in skewT are not crazy moist like they would be in precip.",Yes,,,No,No,Gulf,Yes,,,,995.3,117.4,930.1,715.9,559.4,4971.6,399.9,7620,430,345.9,286.9,88.2,83.7,85.6,84.8,589.1,542.7,1131.8,0,959.8,--,--,--,,295.7,263.7,559.4,-8.6,911.3,198.4,-4.35,577.3,,15.81,190.7,2.87,241.9,15.01,312.3,18.02,246.5,,,,12486.2,503.2,19.46,270
20170620,220425,10,Organized,Weakening,Stratiform,In Cloud,,,,,Yes,Yes,Gulf,Yes,Northward,Before,East,994.2,142.1,955,498.5,553.6,5079.7,400.7,7616.4,443.5,353.7,290.5,77.8,66.7,84.6,72.7,323.7,443.2,766.9,-17.6,940.2,--,1.34,939.8,,92.1,188.2,280.2,-49,881.2,312.8,-2.48,463.6,,8.38,210.7,8.47,244,11.6,287.6,24.14,251.7,,,,12596.1,498.5,18.64,268.8
20170602,181444,11,Scattered,Weakening,Stratiform,In Cloud,,,,,Yes,Yes,Gulf,No,,,,989.3,233.3,927.2,804.7,582.1,4708.9,402.4,7617,441.5,353.1,295.8,83.6,52.1,85.4,67.4,429,590.2,1019.2,0,948.3,--,--,--,,97.6,130.8,228.4,-69.4,878.1,375.2,-3.43,568.8,,7.08,201,23.41,258.5,13.17,347.2,27.85,273.2,,,,12242.9,492.2,27.2,276.6
20170602,182641,11,Scattered,Weakening,Stratiform,In Cloud,,,,,Yes,Yes,Gulf,No,None,Before,East,990,208.1,947.9,591.6,569.1,4874.4,401.1,7621.3,440.6,358.9,292.5,86,60.3,86.8,71,479.6,478.5,958.1,-1.3,958.3,--,-0.09,951.7,,199.2,146.1,345.3,-44.5,893.6,313.6,-0.17,317.6,,9.79,159.1,36.17,268.8,16.64,30.1,24.09,280.2,,,,12276,503,29.29,290.6
20170602,183845,11,Scattered,Weakening,Stratiform,In Precip,On edge of weak stratiform; skewT would indicate this is probably In Precip,Yes,,,No,No,Gulf,No,,,,988.9,206.1,951.6,545.2,573.5,4797.2,401.1,7612.7,442.1,351.8,292.5,79.6,66.8,88.8,76.1,409.7,430.8,840.5,-21.7,957.1,--,0.16,956.6,,45.7,1.5,47.2,-172.6,848.5,553.8,-1.77,656.4,,8.53,201.3,27.03,268,6.78,62.7,24.9,255.6,,,,12293.2,499.2,21.38,270.5
20170602,185157,11,Scattered,Weakening,Stratiform,In Cloud,SkewT doesn't rule out In Precip,Yes,,,No,No,Gulf,No,None,During,Within,1006.4,57.5,984.9,248.7,556.3,5028.5,400.5,7611.5,437.7,354.7,295.6,89.4,89,85,87.5,608.3,344,952.3,-4.2,980.3,--,0.64,978,,315.2,86.5,401.7,-1.5,924.7,292.6,-0.13,298.7,,3.51,183.4,17.63,304.2,2.52,202.7,16.37,283.1,,,,12267.3,507.2,20.1,318.2
20170602,190511,11,Scattered,Weakening,Stratiform,Clear Near,,,,,No,No,Gulf,No,,,,,,,,565.1,4884.9,399.7,7614,434.8,357.4,292.1,,,77.6,,,,,,,,,,,,,,,,,,,,,,,,8.11,234.9,,,,,,12195.6,,,
20170602,191930,11,Scattered,Weakening,Stratiform,Clear Near,,,,,No,No,Gulf,No,,,,1002.3,45.3,962.7,401.3,550.6,5096.5,399,7619.7,440.7,355.1,290.2,85.9,80.6,73.9,78.6,312.8,349.1,661.9,-8.1,964.7,--,0.31,964.6,,142.6,193.2,335.8,-12.9,914.4,229.9,-0.8,236.8,,7.39,181.6,22.23,4,30.23,246.9,26.33,274.6,,,,11959.4,503.3,27.56,297.2
20170602,194002,11,Scattered,Weakening,Convective,Clear Near,,,,,No,No,Gulf,No,,,,993.6,136.2,941.1,614.4,549.8,5124.1,399.4,7616.7,454.4,369.6,301.5,87.2,50.9,49.3,53.4,321.8,456.7,778.5,-0.1,956.3,--,-0.41,946.1,,62.2,220.9,283.1,-15,907.9,233.1,-3.37,458.7,,3.32,353.2,7.56,18,26.26,252.7,23.71,277,,,,11952.4,489.5,23.01,274.3
20170602,194833,11,Scattered,Growing,Convective,Clear Near,"Fringe case; but the ""growing"" here is referencing the convection to the east of the dropsonde",,,,No,No,Gulf,No,,,,1000.1,79.7,954.4,492.3,544.2,5203.8,399.8,7611.3,449.7,363.6,294.9,87.3,75.7,59.3,71.6,365.7,400.5,766.3,-0.1,965.1,--,-0.2,941.3,,146.1,216.6,362.7,-8.1,919.1,213.2,-3.92,425.5,,7.11,234.9,22.78,27.4,22.96,225.3,12.44,268.2,,,,12588.5,497.8,7.32,302
20170602,204222,11,Scattered,Weakening,Stratiform,In Cloud,,,,,Yes,Yes,Gulf,No,,,,990.7,204.2,925.6,803.3,590.6,4572.4,401.4,7610,445.3,353.8,293,88.2,69.7,85.5,77.4,563.3,741,1304.4,-0.2,962.1,--,0.12,961.3,,268.1,390.8,658.9,-4.5,909.5,--,0.49,905.8,,8.93,196.5,22.47,264,8.97,342.2,28.28,265.6,,,,11837.7,490.3,27.88,274.4
20170602,205847,11,Scattered,Weakening,Stratiform,In Cloud,,,,,Yes,Yes,Gulf,No,None,Before,East,995.1,182.8,949.9,593.9,610.2,4329,402.8,7614.9,440.4,353.5,291.8,85.4,63.6,86.4,74.3,465.3,797.1,1262.5,-2.2,972.9,--,-0.74,955.2,,181.5,333.5,515,-55.2,893.3,--,1.81,893,,8.98,173.8,29.34,247,10.57,353.6,26.9,248.8,,,,12659.5,498,27.17,263.9
20170602,211446,11,Scattered,Weakening,Stratiform,In Cloud,,,,,No,No,Gulf,No,,,,976.6,306.8,963.9,422.7,551,5105.6,400.8,7614,434.5,350.3,290.8,79.5,81.7,82.4,81.9,382.1,230.9,613,-29.9,922.4,--,1.83,922.4,,290.5,140,430.5,-14.6,878.2,204.1,-5.38,657.1,,2,209.1,30.97,273.6,3.93,57,28.67,274.7,,,,12621.7,499,27.85,282.1
20170602,212545,11,Scattered,Weakening,Stratiform,In Cloud,,,,,No,No,Gulf,No,,,,956.5,469.8,952.7,504.9,544.7,5190.7,399.5,7622.3,436.6,352.4,293.3,87.4,87,84.6,86.1,355.7,280.7,636.4,-11,916.2,--,-4.93,710.3,,231.8,165.9,397.7,-6.3,880.5,197.7,-4.04,710.3,,1.38,278.2,15.55,290.5,4.21,33.7,16.18,302.7,,,,12592.7,496.6,15.8,304.5
20170602,213315,11,Scattered,Weakening,Stratiform,In Cloud,"On edge of weak stratiform; skewT would indicate this is possibly In Precip, though probably it had very recently rained there, but not while dropsonde was falling there",Yes,,,No,Yes,Gulf,No,None,Before,South,1003.1,65.5,945.9,584.3,555,5041.3,400.2,7614.2,435.6,354.4,295.3,93.7,86.9,86.2,87.3,721.5,544.7,1266.3,0,983.3,--,-7.49,727.4,,431.1,297.1,728.1,-0.3,935.7,--,-5.66,727.4,,10.91,175.8,18.35,295.7,4.84,310.1,19.45,269.4,,,,12606,500.2,22.9,293.5
