Date,Time,Case,Primary Convective Type,Convective Lifecycle,Echo Type,Environment Falling In,Environment Falling In Notes,Environment Falling In Ambiguous,Partially In Precip,Falling Through Evaporating/Dissipating Stratiform,Low-level Inflow Sonde,Mid-level Inflow Sonde,Region,Associated with a TC,Primary Convective Propagation,Environment Relative to Convective Pass,Direction Relative to Convection,Sfc Pressure [mb],Sfc Height [m],PBL Top [mb],PBL Top Height [m],Freezing Level [mb],Freezing Level Height [m],Upper Level Cap [mb],Upper Level Cap Height [m],M10 Celsius Level [mb],M20 Celsius Level [mb],M30 Celsius Level [mb],PBL RH [%],Mid Layer RH [%],Upper Layer RH [%],Deep Layer RH [%],Below FZL MUCAPE [J/kg],Above FZL MUCAPE [J/kg],Deep Layer MUCAPE [J/kg],MU CIN [J/kg],MU LCL [mb],MU EL [mb],MU Max LI [degC],MU Max LI Level [mb],MU Max LI Layer,Below FZL MLCAPE [J/kg],Above FZL MLCAPE [J/kg],Deep Layer MLCAPE [J/kg],ML CIN [J/kg],ML LCL [mb],ML EL [mb],ML Max LI [degC],ML Max LI Level [mb],ML Max LI Layer,SHARPpy Direct Method PBL Speed Shear [kts],SHARPpy Direct Method PBL Directional Shear [deg],SHARPpy Direct Method Mid Layer Speed Shear [kts],SHARPpy Direct Method Mid Layer Directional Shear [deg],SHARPpy Direct Method Upper Layer Speed Shear [kts],SHARPpy Direct Method Upper Layer Directional Shear [deg],SHARPpy Direct Method Deep Layer Speed Shear [kts],SHARPpy Direct Method Deep Layer Directional Shear [deg],10mb Interval Theta Gradient PBL Top [mb],10mb Interval Theta Gradient PBL RH [%],10mb Interval Theta Gradient Mid Layer RH [%],Max Profile Height [m],500m Bottom Cap Profile Height [m],500m Bottom Cap Deep Layer Speed Shear [kts],500m Bottom Cap Deep Layer Directional Shear [deg]
20170602,214126,11,Scattered,Weakening,Stratiform,In Cloud,,,,,No,Yes,Gulf,No,,,,986.9,216.4,941.1,635.3,568.5,4857.1,400.7,7607.6,434.9,350.8,293.3,91.6,77.6,80.7,79.4,624.9,513.9,1138.7,-0.4,969,--,0.17,968.2,,282.1,164.8,447,-7.6,901.7,217,-6.3,647.3,,10.7,176.9,25.44,300.3,9.25,139.2,15.99,251.5,,,,12617.1,500.1,16.26,277.5
20170602,215202,11,Scattered,Weakening,Stratiform,In Cloud,,,,,Yes,Yes,Gulf,No,,,,995.5,136.6,958.7,469.7,573.5,4778.1,399.9,7612.5,438,355.3,291.9,87.8,69.7,80,74.2,557.4,524.5,1082,-2.5,967.3,--,0.39,966.8,,276.2,172.7,448.9,-51.4,897.3,327.1,-0.8,360.8,,7.65,152.7,36.1,279.9,7,44,27.49,278.1,,,,12547.3,498.2,32.54,290.2
20170611,171840,12,Scattered,Weakening,Convective,Clear Near,,,,,Yes,Yes,Gulf,No,Eastward,Before,South,1006.3,94.5,949.7,607.2,572.6,4856.8,403.2,7607.4,449.2,359.5,301.5,84.4,70.8,58.6,68,511.3,656,1167.3,-0.6,963.6,--,0.2,962.8,,234.6,369.3,603.9,-7.9,913.3,--,0.59,912.6,,6.44,215.1,20.52,255.2,5.85,291.5,30.57,253.7,,,,10957.9,495.7,27.19,260.5
20170611,172831,12,Scattered,Weakening,Convective,Clear Near,,,,,Yes,Yes,Gulf,No,,,,988.4,236.5,949.7,589.7,576.4,4792,402.5,7617.2,437.1,358.2,--,84.1,66.4,60.7,65.5,352.3,494.6,847,-8.4,946.5,--,0.61,945.5,,169.3,278.4,447.7,-16.3,895.7,--,-0.04,840.9,,4.78,211.7,18.77,264.1,11.48,331.7,26.89,277.9,,,,9427.9,504.8,25.79,285.3
20170611,211639,12,Scattered,Weakening,Stratiform,Clear Near,Weakening based on time lapse of IRCOLOR (same goes for the 213013 dropsonde),,,,Yes,Yes,Gulf,No,Eastward,Unclear,South,1006,63.9,994.8,163.7,558.6,4994.7,401.7,7612.5,442.6,359.9,300.5,78.5,76.8,68.8,74.1,396.2,492.6,888.8,-5.9,937.1,--,0.54,930.7,,243.6,338.5,582,-19,909.3,--,1.06,906.9,,3.04,139.9,17.93,247,4.2,291.6,20.15,247.9,,,,11980.5,483.1,18.68,270.6
20170611,213013,12,Scattered,Weakening,Stratiform,Clear Near,"In cirrus anvil region; skewT indicates possible ""In Cloud""",Yes,,,Yes,Yes,Gulf,No,,,,,,,,591.1,4593.4,401.6,7622.5,461.3,359.8,296.7,,,79.5,,,,,,,,,,,,,,,,,,,,,,,,13.8,283.1,,,,,,11914.4,,,
20170611,180016,13,Organized,Growing,Convective,Clear Near,,,,,Yes,Yes,Gulf,No,,,,1006.2,57.8,956.6,505.9,544.3,5245.4,402.7,7612.1,427.2,362,--,92.1,74.4,51,68.1,607,570.2,1177.2,0,980,--,--,--,,374.9,388.2,763.1,-8.2,938.8,--,0.92,938.7,,5.36,226.6,6.88,327.6,15.35,247.7,22.07,260.9,,,,9079.5,505.9,17.9,270.6
20170611,180620,13,Organized,Growing,Convective,Clear Near,,,,,No,Yes,Gulf,No,Eastward,Unclear,West,987,233.8,946.3,606.3,548,5190.5,403.2,7609.4,424,357.1,--,87.2,72.3,43.4,64.8,414.1,400.3,814.4,-2.3,949.5,--,0.47,949.2,,240.8,255.1,495.9,-2.1,914,--,0.34,913.4,,5.6,146.5,10.35,320.4,11.09,273,14.92,285.1,,,,8804,503.5,18.72,295.2
20170611,181534,13,Organized,Growing,Convective,Clear Near,,,,,No,No,Gulf,No,,,,998.7,109.8,939.8,647.3,537.9,5326.7,401.9,7619.7,428.9,357.1,--,89.2,59.6,43.6,57.9,449.9,421.5,871.4,-0.1,963.3,--,0.08,963.2,,161.3,202.9,364.2,-3.5,917.9,--,-1.08,871.7,,8.49,164.1,9.86,237.8,14.24,280.2,22.89,241.1,,,,8793.3,497.9,22.13,257.3
20170611,181950,13,Organized,Growing,Convective,Clear Near,,,,,No,No,Gulf,No,,,,1001.3,83.4,947.7,570.1,537.6,5331.5,401.4,7620.8,432.5,358.1,--,88.8,60.2,39.4,56.7,444.8,432.8,877.6,-0.1,965.6,--,0.1,965.6,,178.3,228.4,406.7,-6.1,920.2,--,0.64,920,,12.13,192,9.59,215.9,18.06,277.5,31.65,236,,,,9054.2,487,24.92,247.1
20170611,182749,13,Organized,Growing,Convective,Clear Near,,,,,No,Yes,Gulf,No,,,,,,,,537.2,5339.8,401.8,7619.1,430.6,356.9,--,,,46.5,,,,,,,,,,,,,,,,,,,,,,,,11.19,249.7,,,,,,8995.4,,,
20170611,185332,13,Organized,Mature,Convective,Clear Near,,,,,No,No,Gulf,No,,,,1006.5,46.7,987.6,214.8,551.8,5119.2,401.6,7614.8,433.3,358.2,--,82.9,66.6,32.8,57.2,231.6,316.3,547.9,-24.9,965.7,--,-0.01,884.9,,96.2,179.8,276,-29.3,910,--,-0.66,838.3,,7.18,341.1,17.1,211.5,7.07,277.8,19.24,251.7,,,,9033.8,496.7,16.68,229.2
20170611,185925,13,Organized,Mature,Convective,Clear Near,,,,,No,No,Gulf,No,Eastward,Unclear,West,999.9,111.2,988.1,216.2,564.3,4939.1,401.2,7620.4,443,360.6,--,84.9,79.1,34,64.5,129.3,324.3,453.5,-35.3,935.9,--,-0.16,769.8,,83.5,252.7,336.2,-50.3,906.4,--,-0.06,861.4,,1.79,319.4,15.93,226,14.26,297.6,25.81,263.5,,,,8928.9,497.6,24.16,243.2
20170611,191804,13,Organized,Mature,Convective,In Cloud,,,,,Yes,Yes,Gulf,No,,,,990.8,194.8,954,529.4,565.6,4928.1,400.9,7621.2,448.8,361.2,--,86.2,78.8,66.8,74.8,391.2,574.7,965.9,-5.1,956.2,--,-0.07,865.7,,154.1,289.4,443.4,-46.8,891.5,--,-0.27,790.5,,4.92,225.2,17.53,301.4,18.9,200.5,28.16,243.8,,,,9042.6,500.8,24.33,246.9
20170611,192343,13,Organized,Mature,Stratiform,In Cloud,,,,,Yes,Yes,Gulf,No,Eastward,Before,East,1000.1,125.8,956.7,518.5,551.5,5137.1,401.9,7609.6,464.6,360.7,--,92.2,84.1,76.9,82.4,639.1,710.1,1349.2,0,979.1,--,--,--,,357.4,457.3,814.7,-22.3,922.7,--,0.92,921,,8.72,203.7,23.65,284.3,8.58,184,28.71,248.1,,,,8965.7,508.4,23.9,263
20170611,192847,13,Organized,Mature,Stratiform,In Precip,,,,,No,No,Gulf,No,,,,1008.9,38.9,993,179.9,583.3,4669,400.3,7621.9,452.6,361.9,--,82.2,87.2,80.9,84.8,495.6,705,1200.7,-3.8,955.5,--,-1.31,911.2,,309.1,486.9,796,-14.7,926.3,--,0.45,924.5,,5.73,151.6,16.25,312,19.68,249.8,28.01,268.1,,,,8984.2,502.2,25.22,288.5
20170611,193029,13,Organized,Mature,Stratiform,In Precip,,,,,No,No,Gulf,No,,,,,,,,582.2,4680.5,400.8,7614.3,448.1,361.3,--,,,75.4,,,,,,,,,,,,,,,,,,,,,,,,31.67,253.2,,,,,,9032.4,,,
20170611,193223,13,Organized,Mature,Stratiform,In Precip,,,,,No,No,Gulf,No,,,,,,,,576.1,4755.2,400.4,7611.1,452.5,361.8,--,,,81.6,,,,,,,,,,,,,,,,,,,,,,,,32.72,254.1,,,,,,9019.6,,,
20170611,194957,13,Organized,Mature,Stratiform,Clear Near,,,,,No,No,Gulf,No,,,,995.8,176.4,979.4,323.3,560,5037.7,402.9,7614.4,453.9,366.5,--,83,56.6,30.8,49.1,174.1,402.5,576.5,-33.7,958,--,-0.23,703,,48.4,158.5,206.8,-151.2,890.4,--,1.49,889.7,,3.48,333.4,9.64,228.3,13.49,276.6,22.96,267.1,,,,9082.7,499.8,21.08,251.7
20170611,195558,13,Organized,Mature,Stratiform,Clear Near,,,,,No,No,Gulf,No,,,,1007.4,41.8,972.6,353,555.2,5072.3,401,7615.7,435,366.7,--,84.3,73.5,22.2,59,339.3,506,845.4,-5.1,969.8,--,0.58,969.7,,103.5,247.3,350.8,-56.5,910.2,--,0.01,715.7,,3.39,336.6,18.77,252.5,7.27,285.6,26.43,269.2,,,,9044.1,500.1,24.32,257.1
20170611,200348,13,Organized,Mature,Stratiform,In Cloud,On edge of stratiform; skewT would indicate this is probably In Cloud,Yes,,,No,No,Gulf,No,Eastward,Unclear,West,999.5,158.3,973.1,394.7,571.4,4876.3,403,7613.4,445.2,364.4,--,86.7,85.4,59.1,76.7,242.2,331.2,573.4,-29.9,957.8,--,-0.16,851.6,,230.7,317.3,547.9,-19.9,921.9,--,-0.06,851.6,,4.86,127,18,290.2,3.17,317.6,15.59,288.9,,,,9044.1,498.4,22.98,292.9
20170611,200505,13,Organized,Mature,Stratiform,In Cloud,"On edge of stratiform; skewT might show In Precip, might not",Yes,,,No,No,Gulf,No,,,,994.1,224.7,980.9,342.2,579.3,4776.2,403.6,7619.1,445.2,363.3,--,87,83.8,84.1,84,171.1,273.7,444.7,-25.7,879.5,--,-0.84,826.2,,118.9,181.9,300.8,-70.4,911.2,--,-0.61,740.5,,5.56,155.1,13.05,241.6,18.2,326.3,19.94,280.1,,,,9067.6,505.8,27.36,290.3
20170611,200935,13,Organized,Mature,Stratiform,In Precip,,,,,No,No,Gulf,No,,,,,,,,556.3,5089.8,402.7,7618,450.9,359.9,--,,,85.1,,,,,,,,,,,,,,,,,,,,,,,,22.45,300.1,,,,,,9005,,,
20170611,202058,13,Organized,Weakening,Stratiform,In Cloud,"On edge of stratiform; skewT might show In Precip, might not",Yes,,,Yes,Yes,Gulf,No,,,,1001,162.3,959.5,537.3,574,4866.1,404.3,7614.4,443.1,360.6,--,92.8,84.5,80,83.5,524.4,736.1,1260.4,-0.2,980.3,--,0.1,980.1,,290.6,496.2,786.8,-12.7,925.6,--,1.28,924.8,,6.5,212.9,7.06,332.1,25.41,301.8,32.78,294.9,,,,9096.3,499.7,33.1,304.7
20170611,204602,13,Organized,Weakening,Stratiform,Clear Near,,,,,Yes,Yes,Gulf,No,Eastward,Before,East,995.2,156.8,970.4,380.7,539.5,5323.5,402.8,7618.5,420.9,359.6,--,89.5,64.4,47.3,60.7,493.3,462.3,955.6,-2.4,970.5,--,-0.39,917.3,,266.9,261.5,528.4,-34.7,910.6,--,1.2,910.4,,4.12,188.2,17.69,238.9,2.17,259.4,22.31,232.4,,,,9028.9,504.6,17.82,243.4
20210821,221529,14,Organized,Mature,Stratiform,Clear Near,,,,,Yes,Yes,Western Atlantic,No,,,,,,,,578.1,4567.6,400.2,7620,451.7,361.6,--,,,59.3,,,,,,,,,,,,,,,,,,,,,,,,24.49,257.6,,,,,,9102.02,,,
20210821,223238,14,Organized,Mature,Convective,Clear Near,"SkewT suggest In Cloud, but APR plot doesn't",Yes,,,No,No,Western Atlantic,No,,,,1009.6,7.8,956.8,481.3,567.9,4853.2,398.2,7622.3,449.1,361.2,--,89.1,,85.4,,,564.7,,,,,,,,,393.7,,,,,,,,8.25,52.1,2.11,336.8,4.43,12.4,13.13,30,,,,9072.67,500.8,6.19,4.4
20210821,230105,14,Organized,Mature,Convective,In Cloud,,,,,Yes,Yes,Western Atlantic,No,,,,1008.9,27.9,973.9,338.5,584.9,4616.8,398.6,7614.7,443.8,359.7,--,88.9,,80.5,,,381.6,,,,,,,,,254.2,,,,,,,,0.96,225.3,26.18,55.2,33.45,268.7,18.49,320.8,,,,9042.69,505.1,19.22,302.1
20210821,230907,14,Organized,Mature,Convective,Clear Near,,,,,Yes,Yes,Western Atlantic,No,,,,983.5,90.7,933.3,549.6,583.1,4498.1,390.6,7617.3,451.7,364.6,--,95.2,70,74.7,73.2,301.7,619.2,920.9,0,959.2,--,--,--,,124.7,395.6,520.3,-7,917.7,--,-0.97,869.2,,4.95,114.8,18.86,95.9,31.24,266.9,9.87,234.9,,,,8877.94,507.7,13.53,249.2
20210821,232221,14,Organized,Mature,Convective,Clear Near,,,,,Yes,Yes,Western Atlantic,No,,,,,,,,575.4,4521.8,399.7,7610.3,445.6,361.7,--,,,63.8,,,,,,,,,,,,,,,,,,,,,,,,23.13,253.9,,,,,,9061.95,,,
20210824,180143,16,Organized,Mature,Convective,Clear Near,,,,,No,No,Caribbean,No,,,,1007.1,8.2,918.9,816.4,559.5,4956.4,397.9,7617.5,438.9,358.2,--,82.6,45.9,44.8,47.6,423.9,455.6,879.5,-0.9,937,--,0.15,935.2,,231.2,258.6,489.8,-7.7,904.5,--,-0.06,864.5,,8.61,116.2,19.21,238.5,15.77,87,14.64,151.1,,,,8626.33,517.1,13.06,156.2
20210824,183414,16,Organized,Mature,Convective,In Precip,,,,,No,No,Caribbean,No,,,,1004.1,9.2,990.9,126.2,,,397.4,7620,,,--,92.7,,,,,,,,,,,,,,,,,,,,,,1.19,48.6,,,,,15.92,354.6,,,,9051.51,502,21.66,332.5
20210824,184134,16,Organized,Mature,Convective,In Precip,,,,,No,No,Caribbean,No,,,,1000.6,6.5,981,180,554.8,4953.7,394.4,7620,440.9,350.9,--,99.4,97.3,93.5,96,144.1,140.7,284.8,-0.1,938.8,347.7,-2.23,507,,110.9,109.3,220.2,-2,940.6,369.9,-1.93,507,,0.39,37.2,18.45,59.2,9.09,267.8,11.52,36.6,,,,8957.84,545.4,18.74,2.7
20210824,190312,16,Organized,Mature,Convective,Clear Near,,,,,No,No,Caribbean,No,,,,1007,8.1,907.9,921.1,549.1,5098.7,397.5,7619,436.7,363.9,--,88,37.8,54,48.9,657.7,589,1246.6,0,945.1,--,--,--,,505,453.9,958.9,0,926.6,--,--,--,,6.05,142.9,14.48,242.3,4.01,157.3,17.33,206.4,,,,9012.1,510,15.55,201.1
20210824,190929,16,Organized,Mature,Stratiform,Clear Near,,,,,No,No,Caribbean,No,,,,999,51.1,912.4,849.5,557.3,4957.4,396.1,7619.1,440.7,360.7,--,89.5,31.3,50.9,40,530.7,559,1089.7,-0.1,940.9,--,0,938.3,,381.1,412.8,793.9,-0.3,916.3,--,0.13,912.4,,8.58,136.2,16.57,239.8,6.78,160,21.98,196.4,,,,9038.08,531.5,20.4,203.2
20210824,192748,16,Organized,Weakening,Stratiform,In Precip,"Or heavily In Cloud, based on skewT and APR plots",,,,No,No,Caribbean,No,,,,,,,,563.4,4888.1,397.4,7621.4,435.3,356.6,--,,,94,,,,,,,,,,,,,,,,,,,,,,,,21.92,250.5,,,,,,9047.73,,,
20210824,193957,16,Organized,Weakening,Stratiform,In Precip,"Or heavily In Cloud, based on skewT and APR plots",Yes,,,No,No,Caribbean,No,,,,1004.3,7.7,950.3,495,561.3,4897.8,397.2,7614.9,437.1,350.3,--,91.8,,95.3,,,521,,,,,,,,,378.7,,,,,,,,2.7,169.7,,,15.43,352,2.96,290.7,,,,9041.33,495,4.93,318.7
20210824,194743,16,Organized,Weakening,Stratiform,In Precip,"Or heavily In Cloud, based on skewT and APR plots",,,,No,No,Caribbean,No,,,,,,,,553.6,5006.7,396.5,7617.4,434.3,350.2,--,,,92.1,,,,,,,,,,,,,,,,,,,,,,,,4.88,281.1,,,,,,9038.81,,,
20210824,201249,16,Organized,Weakening,Stratiform,Clear Near,,,,,No,No,Caribbean,No,,,,,,,,577,4636.8,395,7620.2,436.3,355,--,,,52.4,,,,,,,,,,,,,,,,,,,,,,,,15.63,238.3,,,,,,8992.86,,,
20210826,191017,17,Organized,,,,,,,,,,Caribbean,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210826,194113,17,Organized,,,,,,,,,,Caribbean,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210826,203321,17,Organized,,,,,,,,,,Caribbean,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210826,204843,17,Organized,,,,,,,,,,Caribbean,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210826,210759,17,Organized,,,,,,,,,,Caribbean,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210826,211832,17,Organized,,,,,,,,,,Caribbean,Yes,,,,1003.8,8,934.4,640.4,555.2,4989.3,397,7620.1,437.9,356.7,--,87.9,75.3,73.8,75.6,306.3,475.4,781.7,-0.2,944.3,--,-0.03,939,,208.7,374.5,583.2,-8.2,923.2,--,-0.2,869.5,,0.4,2.5,7.46,73.4,7.66,203.4,5.54,136.2,,,,8762.52,498.7,5.97,109.7
20210826,213400,17,Organized,,,,,,,,,,Caribbean,Yes,,,,1005.7,7.8,936.3,639,559.7,4957.5,397.9,7621.2,443.6,356.6,--,88.9,78.7,91.2,83.6,357.7,571,928.8,0,954.8,--,--,--,,159.8,362.1,522,-16.2,920.7,--,-0.06,861.2,,5.18,204.1,7.3,88.3,16.93,313.1,10.32,312.4,,,,8789.13,494.6,11.63,316.6
20210826,215332,17,Organized,,,,,,,,,,Caribbean,Yes,,,,1006.5,8.5,959.1,436.1,553.6,5050.5,398,7619.9,445.3,363.1,--,85.4,79.2,48.2,69.7,412.9,572.7,985.6,-3.9,957.7,--,-0.12,924.6,,209.7,371.7,581.3,-11.4,911.1,--,0.98,910,,6.71,135.7,3.71,286,0.49,35.9,4.02,156.1,,,,8757.12,503,4.62,297.6
20210828,215959,18,Organized,,,,,,,,,,Western Atlantic,Yes,,,,1009.5,8.8,966.5,393.3,570.4,4820.2,398.6,7621.6,434.7,--,--,84.8,73.6,13.5,54.7,163.8,257.9,421.7,-5.5,955.8,--,-0.12,756.6,,59.3,119.6,178.9,-32.8,923.1,417.2,-2.53,486.2,,5.15,103.6,23.19,210.2,6,36.6,16.75,190.7,,,,7661.75,499.6,16.17,205.7
20210828,221300,18,Organized,,,,,,,,,,Western Atlantic,Yes,,,,1008.3,12.1,954.9,492.3,573.8,4779.1,399.2,7615.6,439.5,--,--,89.2,78.5,72.7,77.5,170.2,415.4,585.6,-4.8,965.2,--,-0.48,893.4,,75.1,241.6,316.7,-71.2,924.1,--,0.93,923.9,,4.68,53.2,14.77,186.8,13.69,72.1,16.8,117.2,,,,7677.59,502.5,15.39,133
20210828,222733,18,Organized,,,,,,,,,,Western Atlantic,Yes,,,,1009.6,12.2,986.6,215.9,587.6,4583.7,398.7,7620,434.8,--,--,87.5,71.2,74.6,73,378.6,535.9,914.4,-6.3,974.9,--,0.69,974.4,,292.7,428.4,721.1,-8,940.3,--,-0.2,871.3,,1.76,125.9,12.97,193.6,33.18,23.3,20.23,34.2,,,,7686.38,502.5,25.89,25.3
20210828,232252,18,Organized,,,,,,,,,,Western Atlantic,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210901,150826,19,Organized,,,,,,,,,,Western Atlantic,Yes,,,,1016.2,14.4,983.7,300.6,586.8,4640.2,402.6,7565,471.4,382.3,318.4,87.4,90.3,74,84.4,386.3,649.6,1035.9,-2.7,952.7,--,0.41,952.4,,253.2,490.3,743.6,-12.9,935.7,--,0.91,935.6,,7.61,187.4,7.21,124.3,27.62,34.5,23.49,62,,,,10747.43,502.4,32.02,26.6
20210901,152327,19,Organized,,,,,,,,,,Western Atlantic,Yes,,,,1015.8,14.3,981.1,321.1,576.6,4788,399.8,7621.2,476.1,383.4,315.3,89.2,72.5,73.8,73.7,218,644.6,862.6,-23.8,977.6,--,0.89,977.6,,149.9,552.2,702.1,-33.8,932.5,--,-0.52,795.8,,12.8,167.8,11.4,355.3,9.28,34.1,9.3,47.1,,,,10847.53,499.2,25.57,18.3
20210901,153234,19,Organized,,,,,,,,,,Western Atlantic,Yes,,,,1013.8,7.6,935.3,715.9,572.3,4667.4,399.4,7619.3,467.3,382.7,318.3,87.2,67.4,63.6,68.8,233.6,618.3,851.9,-4.8,956.2,--,-0.94,868.2,,136.5,485.7,622.2,-37.3,930.6,--,-0.18,746.5,,4.46,152.9,11.09,354.6,1.54,209.5,8.12,37.1,,,,10859.82,498.4,8.14,358.9
20210901,154039,19,Organized,,,,,,,,,,Western Atlantic,Yes,,,,1013.6,11.5,973.6,367.6,583.9,4669.9,399.5,7614.5,463.3,385.1,316.8,92.8,83.8,57.6,76.6,377.4,774.6,1152,0,989.8,--,0.02,989.8,,281.2,668.4,949.6,-1.4,954.3,--,-0.28,923.6,,5.67,287.8,26.85,58.1,9.68,38,33.28,44.3,,,,10791.87,498.4,36.39,53.4
20210901,154730,19,Organized,,,,,,,,,,Western Atlantic,Yes,,,,1014.5,8.8,931.2,762.1,578.6,4736.2,398.6,7619.8,472.3,388.3,318.3,82.8,80,49.4,72.2,315,597.9,912.9,-1.4,945.3,--,-0.16,931.8,,190.7,447,637.7,-11.4,920,--,-0.13,863.7,,8.49,270.1,25.2,83.3,9.18,53.8,25.14,70.1,,,,11287.74,500.7,29.34,67.6
20210901,155502,19,Organized,,,,,,,,,,Western Atlantic,Yes,,,,1014.6,8.4,971.6,391,598.5,4456.3,398.5,7620,469.3,381.5,317.1,66.4,65.2,61.4,64,291.4,525.7,817.1,-57,933.1,--,1.99,932.8,,89.4,102.6,191.9,-136.2,865.8,342.5,-2.19,632.9,,6.27,152.9,5.42,216.1,25.87,50.8,20.76,72.5,,,,11336.57,499.8,21.5,53.3
20210901,160206,19,Organized,,,,,,,,,,Western Atlantic,Yes,,,,1014.6,13.3,1008.3,68.8,602.3,4414.1,398.6,7618.5,473.2,379.3,322.7,88.6,81.8,78.1,80.7,334.7,702.3,1037,-2.7,951.6,--,-0.18,929.4,,227.1,536.9,763.9,-19.9,930.4,--,-0.19,868.4,,1.95,94.8,10.64,192.9,13.18,80.6,15.48,124.2,,,,11335.81,502,6.87,116.7
20210901,161619,19,Organized,,,,,,,,,,Western Atlantic,Yes,,,,1016,8.5,991.7,222.7,592.8,4548,398.8,7618.5,482.8,389.8,323.3,77.5,65.3,50.4,60.9,371.2,757.9,1129.1,-5.1,953.6,--,0.54,953.4,,166.5,462.5,629.1,-36.3,910.8,--,1.28,910.2,,4.92,127.9,9.98,213,12.49,59.9,10.66,118.4,,,,11285.75,502.1,3.8,26.6
20210901,163119,19,Organized,,,,,,,,,,Western Atlantic,Yes,,,,1015.7,5,1000.4,139.4,597.1,4489,398.7,7617.2,476.6,387.6,320.2,76.4,77.2,74.5,76.3,270.4,672.4,942.8,-32.3,927.3,--,1.61,926.7,,193.5,536.2,729.6,-51.3,906.6,--,1.99,906,,3.92,149.9,3.14,168.9,17.11,36.8,14.95,61.4,,,,11307.41,498.3,14.85,28.2
20210901,164001,19,Organized,,,,,,,,,,Western Atlantic,Yes,,,,1015.1,7.8,982.5,297,585.3,4645.5,398.4,7621.7,475.5,388.8,317.6,70.2,65,65.9,65.6,190.4,446.7,637.2,-58.9,925.3,--,2.3,925.3,,1.8,60.1,61.8,-147.5,857.7,354.9,-0.03,364.6,,3.86,179.8,5.83,59.8,19.56,50.3,23.36,60.5,,,,11335.32,492.7,25.71,56.4
20210901,164653,19,Organized,,,,,,,,,,Western Atlantic,Yes,,,,1014.2,6.2,960.7,484.8,584,4655.1,398.5,7618,476.5,385.3,320.6,79.3,75.9,55,71.5,248.7,516.8,765.5,-24.8,937.6,--,1.42,937.3,,80,275.6,355.6,-51.5,892.6,--,2.14,892.4,,5.39,282.5,16.42,70,14.11,74,25.96,65.3,,,,11310.55,500.5,30.57,71.8
20210901,165336,19,Organized,,,,,,,,,,Western Atlantic,Yes,,,,1013.2,18.7,926.2,809.2,573.4,4803.2,398.6,7618.4,478.8,384.2,315,88.9,70.9,76.5,75,464.6,795.1,1259.7,0,954.9,--,-0.02,954.1,,336,661,997,-0.2,933.6,--,-0.15,933.4,,0.56,5.7,25.82,81.4,14.34,349.1,29.99,51.8,,,,11354.32,501.5,28.41,53.1
20210901,170624,19,Organized,,,,,,,,,,Western Atlantic,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210901,171011,19,Organized,,,,,,,,,,Western Atlantic,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210901,171716,19,Organized,,,,,,,,,,Western Atlantic,Yes,,,,1013.9,9.4,981.8,293.7,574.9,4787,398.8,7622.4,465.4,381.2,319.8,86.4,77.7,39.6,67.1,256.6,593.5,850,-10.4,971.5,--,0.79,971.2,,110.7,402.9,513.6,-34.5,920.7,--,1.45,920.4,,1.13,24.6,29.67,66.5,6.17,55.7,36.64,63.4,,,,11576.68,499.6,36.08,56.5
20210901,174306,19,Organized,,,,,,,,,,Western Atlantic,Yes,,,,1014.8,5.6,1011.8,31.6,608.7,4317.3,398.2,7620.8,464.8,379.7,313.8,73.2,72.6,93.4,81.5,370.9,705.5,1076.4,-19.9,961.6,--,1.34,961,,144.6,252.4,397,-78.7,885.7,255.3,-3.9,647.4,,1.99,58.5,8.68,20.9,13.76,151.9,11.51,107.7,,,,11593.75,498.4,13.77,100.8
20210904,184455,20,Organized,,,,,,,,,,Western Atlantic,Yes,,,,1005.2,5.1,933.8,654.4,552.4,5044.8,396.7,7621.2,454.8,358.4,298.8,88.4,83.8,74.8,81.8,296.8,509.5,806.2,0,951.6,--,--,--,,134.1,345,479.1,-11,923.6,--,-0.54,877.4,,8.87,326.3,11.76,39.6,9.71,154.7,10.38,40.4,,,,11696.86,497.9,11.9,78.2
20210904,185515,20,Organized,,,,,,,,,,Western Atlantic,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210904,190222,20,Organized,,,,,,,,,,Western Atlantic,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,