Date,Time,Case,Primary Convective Type,Convective Lifecycle,TIMPS ID,TIMPS ID Propagation Speed [m/s],TIMPS ID Propagation Direction (from) [deg],Echo Type,Environment Falling In,Environment Falling In Notes,Environment Falling In Ambiguous,Partially In Precip,Falling Through Weak Stratiform (Onion-ish Profile (Typically On Outer Edge of Storm)),Low-level Inflow Sonde,Mid-level Inflow Sonde,Region,Associated with a TC,Associated with an AEW,Associated with ITCZ,Associated with Coast,Associated with SAL,Primary Convective Propagation,Environment Relative to Convective Pass,Direction Relative to Convection,Sfc Pressure [mb],Sfc Height [m],PBL Top [mb],PBL Top Height [m],Freezing Level [mb],Freezing Level Height [m],Upper Level Cap [mb],Upper Level Cap Height [m],M10 Celsius Level [mb],M20 Celsius Level [mb],M30 Celsius Level [mb],PBL RH [%],Mid Layer RH [%],Upper Layer RH [%],Deep Layer RH [%],Below FZL MUCAPE [J/kg],Above FZL MUCAPE [J/kg],Deep Layer MUCAPE [J/kg],MU CIN [J/kg],MU LCL [mb],MU EL [mb],MU Max LI [degC],MU Max LI Level [mb],MU Max LI Layer,Below FZL MLCAPE [J/kg],Above FZL MLCAPE [J/kg],Deep Layer MLCAPE [J/kg],ML CIN [J/kg],ML LCL [mb],ML EL [mb],ML Max LI [degC],ML Max LI Level [mb],ML Max LI Layer,SHARPpy Direct Method PBL Speed Shear [kts],SHARPpy Direct Method PBL Directional Shear [deg],SHARPpy Direct Method Mid Layer Speed Shear [kts],SHARPpy Direct Method Mid Layer Directional Shear [deg],SHARPpy Direct Method Upper Layer Speed Shear [kts],SHARPpy Direct Method Upper Layer Directional Shear [deg],SHARPpy Direct Method Deep Layer Speed Shear [kts],SHARPpy Direct Method Deep Layer Directional Shear [deg],10mb Interval Theta Gradient PBL Top [mb],10mb Interval Theta Gradient PBL RH [%],10mb Interval Theta Gradient Mid Layer RH [%],Max Profile Height [m],500m Bottom Cap Profile Height [m],500m Bottom Cap Deep Layer Speed Shear [kts],500m Bottom Cap Deep Layer Directional Shear [deg]
20220926,102813,20,Organized,Growing,289906,6,301.4,Convective,In Precip,,,,,No,No,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1011.2,8.4,1011.2,8.4,560.5,4944.6,397.2,7619.6,459.8,366.8,305.2,,,,,,,,,,,,,,,,,,,,,,,0,180,32.05,128.4,16.37,41.1,36.52,100.9,,,,11377.12,499.1,31.63,99.6
20220926,104156,20,Organized,Growing,289906,6,301.4,Convective,In Precip,SkewT suggests maybe In Cloud,Yes,Yes,,No,No,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1009.9,7.3,974,325.6,554.5,5040.4,398,7620.1,453.2,367.9,308.6,93.8,87.8,72.1,83.9,347,379.5,726.5,-0.2,954.3,,0.16,953.9,,226.5,264.9,491.4,-5.6,948,,0.69,947.6,,7.39,93,5,126.3,2.6,111.1,14.53,107.5,,,,11425.89,500.8,7.57,32.2
20220926,110009,20,Organized,Growing,290380,1.2,199.6,Convective,In Cloud,,,,,No,No,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1009.3,7.8,968.3,373.2,566.4,4859,397.6,7617.6,457.6,364.2,302.2,87,93.2,78.3,88.1,249,286.3,535.4,-2.2,970.4,,-0.05,945.3,,83.9,108.5,192.4,-9.7,927.3,294.8,-0.03,300.2,,6.3,99.6,10.92,114.2,6.6,332.5,13.61,88.7,,,,10868.99,498.4,3.5,63.6
20220926,111004,20,Organized,Growing,290380,1.2,199.6,Convective,Clear Near,,,,,No,No,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1009.2,13,925.9,770.6,574.8,4752.1,398.3,7618.5,448.7,369.3,,90.7,80.9,62.5,76.5,416.5,551.1,967.6,0,956.6,,,,,303,427,730,-0.1,936.6,,0.03,936.1,,4.27,126.6,12.43,141.4,8.71,310.4,8.12,145.4,,,,9505.11,502.5,6.85,135.1
20220929,104611,21,Organized,Mature,300750,11.8,89.7,Stratiform,Clear Near,,,,,Yes,Yes,Eastern Atlantic,No,Yes,No,Yes,No,,,,1008.7,8.1,956.1,479.4,574.4,4745.5,397.3,7614.2,453.5,361.2,301.6,85.5,85.8,78,83.5,233.7,392.2,625.9,-13.1,947.2,,-1.13,857.5,,199.6,348.4,548,-12.4,924.2,,-0.88,857.5,,5.65,18.4,6.42,189.7,3.43,210.7,3.82,196.4,,,,11391.95,499.4,10.91,194.7
20220929,111112,21,Organized,Mature,298019,5.7,67.5,Stratiform,In Cloud,,,,,No,No,Eastern Atlantic,No,Yes,No,Yes,No,,,,1008.8,11.5,952.3,519.2,583.9,4625.7,397.8,7618.4,457.9,365.1,300.7,86.5,74.7,87,79.5,263.4,462.2,725.6,-18.8,957.2,,-0.13,955.5,,91.4,206.4,297.7,-56.3,905.8,286.9,-0.05,295.5,,7.8,122.3,21.06,326.5,6.85,190.5,8.91,318.9,,,,11393.7,499.7,15.27,315.1
20220929,113435,21,Organized,Mature,298019,5.7,67.5,Stratiform,In Cloud,Going through evaporating/dissipating stratiform; might be In Precip,Yes,,Yes,No,No,Eastern Atlantic,No,Yes,No,Yes,No,,,,1010,8.5,946.2,580.4,579.7,4685,397.8,7620.5,455.1,366,300.1,87,79,92.8,84.3,145.3,342.4,487.6,-21.4,962.3,,-0.51,844.7,,61.3,152.7,213.9,-103.2,915.7,348.5,-1.96,541.6,,18.05,143.1,24,292.2,12.96,147.9,16.96,195.1,,,,11396.81,503.4,13.47,262.3
20220929,120226,21,Organized,Mature,300750,11.8,89.7,Convective,Clear Near,,,,,Yes,Yes,Eastern Atlantic,No,Yes,No,Yes,No,,,,1009.4,14.2,973.9,330.8,570,4828.1,398.5,7608.2,458.3,371.6,302.2,87,85.9,75.6,83.1,314.2,543,857.2,-2.7,970.6,,0.54,970.4,,140.9,358.9,499.8,-3.5,930.1,,0.01,839.6,,4.65,249.3,16.92,133.2,5.24,20.4,12.76,130.5,,,,11421.6,502.5,15.49,110.9
20220929,121037,21,Organized,Mature,300750,11.8,89.7,Stratiform,In Cloud,,,,,Yes,Yes,Eastern Atlantic,No,Yes,No,Yes,No,,,,1009.1,13.4,971.7,345.7,578.2,4708,398.1,7611,462.1,368.3,304.4,83.4,81.2,90.7,84.2,104.1,324.5,428.6,-45.6,949.4,,0.91,949.1,,44.3,172,216.3,-112.9,912.2,326.1,-2.11,445.6,,7.52,14.5,9.46,63.4,16.31,197.5,6.55,124.5,,,,10693.07,500.5,15.5,157.4
20220929,123022,21,Organized,Mature,300750,11.8,89.7,Stratiform,In Cloud,SkewT suggests maybe In Cloud,Yes,,,No,No,Eastern Atlantic,No,Yes,No,Yes,No,,,,1009.6,13.8,965,411.4,573.6,4763.2,397.5,7621,455.9,367.6,304.7,90,90.2,89.3,89.9,284.2,360.1,644.3,-1.2,971.3,,0.18,970.7,,141.7,197.1,338.8,-10.8,932.7,237.6,-2.42,631.5,,7.66,220.1,16.14,141.1,6.99,321.2,13.05,176.5,,,,11394,501.4,6.96,151.5
20220929,124353,21,Organized,Mature,300750,11.8,89.7,Stratiform,Clear Near,,,,,No,No,Eastern Atlantic,No,Yes,No,Yes,No,,,,1008.9,13.1,978.8,278.9,567.8,4838.5,397.4,7616.4,455.1,367.1,305.7,91.3,92.1,79,88.1,279.2,314.3,593.5,-0.8,986.2,,0.26,986.1,,152.6,183.7,336.2,-3.6,942.9,273.2,-2.31,342.2,,6.6,288.8,18.31,81.5,3.95,115,15.79,77.7,,,,11377.11,502.1,23.05,93
20220929,125546,21,Organized,Weakening,298019,5.7,67.5,Convective,Clear Near,,,,,Yes,Yes,Eastern Atlantic,No,Yes,No,Yes,No,,,,1008.6,7.2,986.8,199.4,569,4820.7,397.5,7614.9,456.7,366,300.5,96.2,88.9,76.3,85.2,133.9,272.7,406.6,-8.6,983.3,,-0.04,836.5,,112.9,245.3,358.1,-16.3,956.4,,-0.15,956.1,,2.18,195.9,10.88,182.9,8.8,323.3,8.56,228.8,,,,11385.09,500.1,8.74,252.7
20220929,131241,21,Organized,Weakening,300750,11.8,89.7,Stratiform,Clear Near,SkewT/APR suggests maybe Clear Near,Yes,,,No,No,Eastern Atlantic,No,Yes,No,Yes,No,,,,1007.3,16.5,924.1,771.8,576.5,4709.6,396.8,7621.2,458.4,365.9,303.4,84.7,82.1,81.1,82.1,209.7,330.4,540.1,-10.2,944.8,,-1.18,894.5,,105.2,180.7,286,-39.5,923.9,299.1,-2.29,455.6,,7.32,118.3,17.03,351.2,21.15,221.5,10.46,256.1,,,,11393.02,501.8,14.46,256.1
20220929,133813,21,Organized,Weakening,300750,11.8,89.7,Stratiform,Clear Near,,,,,No,No,Eastern Atlantic,No,Yes,No,Yes,No,,,,1008.3,8.2,937,654.1,578.3,4694.4,397,7619.2,463.4,367.9,,86.5,77.2,75.6,77.7,261.8,521.8,783.7,-0.7,943.2,,-1.01,896.1,,209.2,456.6,665.7,-4.7,929.4,,-0.61,871.8,,2.81,209.3,4.48,160.9,3.66,265.7,7.91,205.9,,,,9491.88,498.5,6.72,213.1
20220930,134822,22,Organized,Weakening,303079,9.2,108.9,Convective,Clear Near,,,,,No,No,Eastern Atlantic,No,Yes,No,No,No,,,,1009.2,10.8,926.5,762.1,561.8,4930.8,397.6,7619.6,454.6,368.1,311.2,73.4,66,51.2,62.5,153.9,237,391,-7.7,916.7,227.1,-2.91,299.9,,0,0,0,0,870.3,870.3,2.32,869.9,,6.2,62.7,4.41,216.6,4.16,113.1,7.18,109.1,,,,11682.54,501.9,5.92,132.7
20220930,135301,22,Organized,Weakening,303079,9.2,108.9,Convective,Clear Near,,,,,No,No,Eastern Atlantic,No,Yes,No,No,No,,,,1009,7.8,925,772,576.4,4724.1,397.4,7620.9,456,366,309.8,89.9,80.2,49,71,347.9,561.1,909,0,954.8,,0.01,954.4,,255.2,457.5,712.7,-0.2,937.1,,0.12,936.9,,6.77,212.9,5.73,128.4,8.36,149.8,17.09,162.7,,,,11707.94,498.9,15.12,148.7
20220930,140056,22,Organized,Weakening,303079,9.2,108.9,Stratiform,In Precip,,,,,No,No,Eastern Atlantic,No,Yes,No,No,No,,,,1008.8,7.8,967,380.2,586.1,4584.3,397.4,7616.3,455.3,364.5,302.3,91.2,76.3,87.9,81.1,167.4,338,505.4,-24.7,973.8,,0.29,973.6,,119.5,229.9,349.4,-64.3,931.4,232,-0.07,241,,2.53,71.5,15.49,253.1,8.11,124.7,10.26,214.4,,,,11695.48,499.4,13.98,229.7
20220930,140548,22,Organized,Weakening,303079,9.2,108.9,Stratiform,In Cloud,Going through evaporating/dissipating stratiform,Yes,,Yes,Yes,Yes,Eastern Atlantic,No,Yes,No,No,No,,,,1007.2,16.9,941.8,606.2,586,4587.2,397.1,7620.2,451.8,363.7,301.8,86.6,78.5,92.2,84,146,326.1,472.1,-42.1,951.1,218.6,-3.7,559.2,,83.7,164.8,248.4,-111.1,918.3,358.6,-2.48,559.2,,11.52,85.6,11.05,305.6,2.39,246.1,6.49,5,,,,11721.53,502.4,7.4,307.1
20220930,141046,22,Organized,Weakening,303079,9.2,108.9,Stratiform,In Cloud,SkewT suggests maybe Clear Near,Yes,,,Yes,Yes,Eastern Atlantic,No,Yes,No,No,No,,,,1008.8,12.8,952.2,520.5,581.1,4664.5,397.5,7619.3,449.5,362.8,,84.6,76.2,81.8,78.6,159.4,375.2,534.5,-20.7,948.7,,-0.36,882.5,,63.2,197.8,261,-73.7,910.9,,-2.64,520.8,,2.38,89.2,19.01,346.4,27.42,211,16.52,250.9,,,,9006.72,499.3,17.74,250.2
20220930,142426,22,Organized,Growing,304352,6.6,111.9,Stratiform,Clear Near,,,,,Yes,No,Eastern Atlantic,No,Yes,No,No,No,,,,1008.4,12.3,909.6,919.5,576.8,4717,397.7,7619.6,442.5,369,302.1,92.3,82.9,56.7,75.1,577.8,741.7,1319.6,-0.2,961.7,,0.09,961.6,,442.5,589.4,1031.9,0,939.6,,-1.88,875.9,,3.76,96.7,13.92,72.3,18.07,226.3,9.65,156.5,,,,10945.42,498.7,11.8,175.1
20220910,153513,23,Scattered,Weakening,N/A,0,0,Convective,Clear Near,,,,,No,No,Eastern Atlantic,No,No,Yes,No,No,,,,1009,8.4,925.4,770.2,553.4,5059.4,398.8,7617.9,440.8,364.2,302.9,87.9,82.5,74.2,80.8,311.3,374.9,686.2,-0.2,946.9,,0.1,946.8,,225.7,295.3,521,-0.2,931.4,,0.09,931.1,,3.78,177.7,15.22,174,14.81,44.9,14.86,125,,,,11757.21,502,15.04,124.8
20220910,154826,23,Scattered,Weakening,N/A,0,0,Convective,Clear Near,,,,,No,No,Eastern Atlantic,No,No,Yes,No,No,,,,1009.1,7.6,954.6,497.1,561.3,4948,398.5,7616.3,451.9,366.3,301,79.9,74.9,74.9,75.3,254.5,413.7,668.2,-5.6,958,,0.45,957.6,,36.6,163.3,199.9,-33.3,909.4,245,-2.24,445.6,,5.45,40.4,8.43,241.1,18.81,117.3,15.52,123.6,,,,11750.38,501.8,15.88,143.8
20220910,155212,23,Scattered,Weakening,N/A,0,0,Convective,Clear Near,,,,,Yes,Yes,Eastern Atlantic,No,No,Yes,No,No,,,,1009,8,970.3,353.3,563.9,4906.4,398.4,7617.8,447,367.7,301.6,83,86.3,70.5,81.4,144.7,314.7,459.4,-9,954.7,,-0.01,905.9,,34.7,175.6,210.3,-29.2,917.8,235.5,-2.09,414,,3.42,174.4,13.48,95.1,5.71,132,20.18,115.4,,,,11742.91,502.6,18.71,112.6
20220910,155729,23,Scattered,Weakening,N/A,0,0,Convective,Clear Near,,,,,No,No,Eastern Atlantic,No,No,Yes,No,No,,,,1008.7,13,915.4,863.7,556.6,5015.3,398.7,7616,446,365.8,303.1,88.9,79.5,72.7,78.7,260,389.7,649.7,-0.2,956.5,,0.11,956.5,,98.1,233.5,331.6,-4.8,929.4,,-0.36,872.8,,4.08,3.5,9.55,154.6,6.23,58.7,9.85,97.2,,,,11729.62,501.5,12.09,94.4
20220910,160028,23,Scattered,Weakening,N/A,0,0,Convective,In Cloud,,,,,No,No,Eastern Atlantic,No,No,Yes,No,No,,,,1009.2,9,958.1,466.2,553.5,5056.2,398.1,7620.8,451,361.7,303.4,91.6,88.7,74.4,85.1,365.3,456,821.3,-0.1,973.9,,0.07,973.6,,184.3,287.2,471.5,-3.6,935.6,,0.37,935.6,,4.74,261.4,7.04,103,8.35,61.2,9.56,80.1,,,,11758.89,501.6,14.52,82.1
20220910,160326,23,Scattered,Weakening,N/A,0,0,Convective,Clear Near,,,,,Yes,Yes,Eastern Atlantic,No,No,Yes,No,No,,,,1008.8,11.8,988.5,190.8,555.7,5026,398.1,7617.5,450.5,365.7,305,83.6,83.1,63.6,77.9,187.8,296.9,484.6,-10,957.9,223.8,-3.9,426.6,,87.4,200.7,288.1,-4.5,924.4,236.3,-2.8,426.6,,2.87,296.8,6.47,70.5,3.63,139.9,5.39,79,,,,11721,499.4,10.64,106.5
20220910,170708,23,Scattered,Weakening,N/A,0,0,Convective,Clear Near,,,,,Yes,Yes,Eastern Atlantic,No,No,Yes,No,No,,,,1007.8,21.3,948.9,551.5,561.6,4942.2,398.3,7621.2,446.4,365.7,307,85.5,79.9,50.4,72,239.2,419.4,658.6,-0.4,957,,0.19,956.7,,72.4,244.8,317.2,-8.8,924.8,,-0.55,829.1,,4.01,193,11.48,49.7,10.69,47.4,19.34,55.7,,,,11725.11,499.1,23.75,48.3
20220910,170856,23,Scattered,Weakening,N/A,0,0,Convective,In Precip,SkewT suggests maybe In Precip,Yes,Yes,,No,No,Eastern Atlantic,No,No,Yes,No,No,,,,1008.7,14.7,1000.9,83.5,564.2,4908.9,398.8,7610.4,454.6,361.6,305.3,88.4,90.1,62.2,81.4,46.6,243.2,289.8,-21.4,954.7,219,-3.2,414.6,,24.6,205.4,230,-30.6,929.4,228.2,-2.78,414.6,,3.96,120.1,9.09,14.7,22.14,78.6,29.43,68.3,,,,11720.53,502.7,24.67,73.9
20220910,172753,23,Scattered,Weakening,N/A,0,0,Convective,Clear Near,,,,,No,No,Eastern Atlantic,No,No,Yes,No,No,,,,1009.4,7.5,980.7,262.2,560.5,4960.5,398.9,7613,444.8,366.1,305,86.3,83.6,56.8,76,252.8,387.9,640.7,-7.5,968.2,,0.67,968.2,,140.9,274.2,415.1,-6.5,929,,0.76,928.9,,7.25,205.9,6.57,127.9,18.04,78.4,20.82,109.3,,,,11728.42,498.5,24.9,94.4
20220910,172900,23,Scattered,Weakening,N/A,0,0,Convective,Clear Near,,,,,No,No,Eastern Atlantic,No,No,Yes,No,No,,,,1009.9,8,943.3,608.4,554.4,5051,398.7,7620.7,442.1,359.9,305.5,85.6,81.5,56,75,290,400.5,690.5,-0.2,954.5,,0,948.9,,135.1,252,387.1,-6.6,925,,0.71,924.8,,0.59,309.3,9.15,112.2,16.56,72.4,23.8,85.5,,,,11733.52,500.6,22.38,83.3
20220910,173116,23,Scattered,Weakening,N/A,0,0,Convective,Clear Near,,,,,No,No,Eastern Atlantic,No,No,Yes,No,No,,,,1007.8,19.6,967.8,377.4,554.4,5045.9,398.6,7615.8,446.5,362.2,306.6,80.1,83.1,62.3,78,179.2,323.8,503,-9.6,950,,0.96,949.5,,100.3,248.3,348.7,-5.4,922.6,,-0.01,894.1,,2,302.7,8.73,121,15.31,81.7,21.09,93.3,,,,11725.06,498.6,23.12,91.7
20220930,92537,24,Scattered,Weakening,N/A,5.8,102,Convective,In Cloud,SkewT suggests maybe In Precip,Yes,,Yes,Yes,No,Eastern Atlantic,No,Yes,Yes,No,No,,,,1010.1,8.1,971.4,353.1,583.4,4636.4,398,7615.2,447.3,363.8,304.6,90.7,83,88.8,84.7,325.2,538.3,863.5,-2.6,970.5,,-0.11,945.4,,226.7,417.5,644.2,-9.2,935,,-0.1,785.3,,8.46,65.7,5.07,168.9,13.81,224.8,11.32,184,,,,11412.47,499.9,18.16,218.3
20220930,93638,24,Scattered,Weakening,N/A,5.8,102,Stratiform,Clear Near,,,,,Yes,Yes,Eastern Atlantic,No,Yes,Yes,No,No,,,,1009.8,11.6,961.5,443.1,581.4,4665.3,397.8,7618.9,452.7,366.8,308.4,91,82.9,81.5,82.9,220.4,429.3,649.7,-5.5,971.4,,-0.15,861.9,,128.1,290.9,419,-32,929.5,,-0.2,772.2,,6.81,139.9,12.13,247.7,6.6,204.8,18.36,211.6,,,,11412.82,497.9,16.87,234.1
20220930,94347,24,Scattered,Weakening,N/A,5.8,102,Stratiform,Clear Near,,,,,No,No,Eastern Atlantic,No,Yes,Yes,No,No,,,,1009.6,7.8,950.8,535.7,572,4783,397.3,7621.8,457.5,370,308.1,85.9,83.1,74.5,80.6,221.3,351.3,572.6,-2.1,955.2,,0.38,955,,132.1,244.6,376.7,-9.3,930.9,,-0.26,777.7,,2.67,24.4,7.56,224.4,0.81,322.9,5.18,243.8,,,,11376.73,501.3,7.53,226.8
20220930,95505,24,Scattered,Mature,303655,3.2,131.5,Convective,Clear Near,SkewT suggests maybe In Cloud,Yes,,,No,No,Eastern Atlantic,No,Yes,Yes,No,No,,,,1010.7,13.1,945.1,602.8,571.4,4807.1,398,7618.7,469.7,365.9,310.2,89.4,90.5,88.2,89.7,328.3,452.8,781.1,-0.1,970.3,,0.1,970.1,,180.8,299.4,480.2,-0.2,940.8,,0.11,940.7,,4.33,342.5,3.8,210.9,5.67,89.6,2.62,71.4,,,,11384.32,501.2,5.19,128.1
20220930,100628,24,Scattered,Mature,303655,3.2,131.5,Convective,In Precip,,,,,No,No,Eastern Atlantic,No,Yes,Yes,No,No,,,,1010.1,13.6,979.9,279.1,569.7,4815.4,397.6,7618.2,455,369.8,310.1,97.4,95.4,83.9,91.8,249.4,304,553.4,0,1004.1,,,,,129.6,170.7,300.3,-17.5,947.8,229.9,-3.15,631.6,,1.86,356.5,4.26,124.5,13.26,38.6,15.51,50.1,,,,11392.25,503.3,10.49,67.4
20220930,101809,24,Scattered,Mature,303655,3.2,131.5,Convective,In Precip,SkewT suggests maybe In Precip,Yes,Yes,,No,No,Eastern Atlantic,No,Yes,Yes,No,No,,,,1010.4,8.5,1003.4,69.7,571.7,4798,397.7,7616.5,457.8,364.4,310.7,91.5,83.6,71.5,80,144.8,342.7,487.4,-2,958,,-1.11,808.6,,85.5,256.6,342.2,-25,941.8,,-0.58,808.6,,3.24,184.6,9.13,93,12.75,22.4,16.02,59.5,,,,11376.73,502.2,20.17,38.8
20220930,111643,24,Scattered,Weakening,N/A,0,0,Stratiform,In Cloud,,,,,Yes,Yes,Eastern Atlantic,No,Yes,Yes,No,No,,,,1011.3,7.2,936,686.8,574.4,4764.8,398.2,7616.2,451.9,365.3,311.2,84.4,79,82.9,80.7,275.5,438.9,714.4,0,954.2,,0.05,954.1,,103.4,245.6,348.9,-6.6,922.9,,-0.4,865.8,,3.77,97.6,8.81,102.1,17.41,33.1,25.1,60.9,,,,11689,500,22.96,54.7
20220930,112548,24,Scattered,Weakening,N/A,0,0,Stratiform,In Cloud,,,,,No,No,Eastern Atlantic,No,Yes,Yes,No,No,,,,1010.8,5.2,940.6,637.5,574.4,4764.1,398.2,7618.9,446.2,369.2,309.7,83.4,90.1,84.9,87.8,278.5,399.1,677.5,-0.5,960,,0.22,959.5,,76.4,144.8,221.2,-30.5,918.3,,-0.28,744.7,,3.45,277.9,3.8,81.7,10.57,124.9,10.59,118,,,,11562.37,499.6,13.57,117.1
20220930,114329,24,Scattered,Weakening,N/A,0,0,Stratiform,Clear Near,,,,,No,No,Eastern Atlantic,No,Yes,Yes,No,No,,,,1009.2,17.3,925.2,779.7,570,4825.2,397.8,7622.4,457.9,368.4,307.1,90,80.5,73.9,79.6,255.6,430.2,685.8,-0.5,952.5,,-1.83,835.7,,140.8,298.9,439.7,-10.4,930.9,,-1.02,835.7,,2.47,56.6,8.02,265.7,7.45,182.3,8.95,223.1,,,,11683.04,501.4,9.32,213.2
20220930,115702,24,Scattered,Weakening,N/A,0,0,Stratiform,In Cloud,,,,,No,No,Eastern Atlantic,No,Yes,Yes,No,No,,,,1010.3,6.9,979.3,281.2,585.6,4604.4,397.8,7616.7,462.2,365.8,302.7,91.4,82.2,92.5,86.4,165.3,429.5,594.8,-2.5,977.7,,-0.71,890.9,,110.6,357.8,468.4,-7.8,954.9,,-0.54,770.4,,4.04,342,5.17,86.7,5.34,104.3,9.6,71,,,,11417.31,497.9,9.43,101
20220930,120730,24,Scattered,Weakening,N/A,0,0,Stratiform,Clear Near,,,,,No,No,Eastern Atlantic,No,Yes,Yes,No,No,,,,1009.5,7.9,958.8,461,571.8,4788.8,398,7612,453.3,368.3,310,89.1,85.6,84.7,85.6,190.1,359.7,549.8,-2.3,960.5,,-0.08,927.6,,117.2,274.7,391.8,-7.5,933.4,,-0.07,806,,2.98,279.9,4.26,96.3,15.83,123.2,16.85,120.8,,,,11331.22,502.3,20.49,117.7
20220930,121559,24,Scattered,Weakening,N/A,0,0,Stratiform,Clear Near,,,,,Yes,Yes,Eastern Atlantic,No,Yes,Yes,No,No,,,,1010.4,13.6,940.3,644.1,575.7,4750,398.2,7618.3,459.6,365.4,309.5,92.3,85,85.3,85.8,319.8,506.7,826.5,0,964.7,,,,,196.3,374.4,570.7,-1,946.7,,-0.32,926.9,,0.58,169.8,1.5,24.6,16.27,106,17.03,103,,,,11402.87,497.6,17.58,100.5
20220930,122459,24,Scattered,Weakening,N/A,0,0,Stratiform,Clear Near,,,,,Yes,Yes,Eastern Atlantic,No,Yes,Yes,No,No,,,,1010,16.5,918.2,850.7,574.7,4762.4,398.9,7601.6,453.4,362.3,310.7,89.7,77.9,76.6,79,314.3,493,807.3,0,962.8,,,,,115.8,281.7,397.5,-0.6,935.3,,-0.25,918.7,,2.41,215.7,11.2,116,14.11,25.9,15.8,68.9,,,,11686,500.3,17.27,55.9
20220930,132445,24,Scattered,Mature,N/A,0,0,Convective,In Precip,,,,,No,No,Eastern Atlantic,No,Yes,Yes,No,No,,,,1009,14.2,1009,14.2,567.6,4824.7,396.4,7615.3,450.9,377,310.8,,,,,,,,,,,,,,,,,,,,,,,0,180,12.49,52.2,6.75,216.8,6.16,77,,,,11512.04,502.2,14.03,76.1
20220930,133316,24,Scattered,Mature,N/A,0,0,Convective,In Cloud,,,,,No,Yes,Eastern Atlantic,No,Yes,Yes,No,No,,,,1008.8,17.6,992.6,160.4,583.2,4632.7,397.2,7622.3,457.4,372.6,311.3,79.9,87,84.2,85.9,259.7,439.8,699.5,-1.9,949.7,,0.3,949.6,,167.5,327.7,495.3,-2.7,927.8,226.5,-3.49,467.2,,5.74,242.9,7.49,10.7,10.1,217.9,10.62,251.6,,,,11687.68,500.9,1.74,206.2